Latitude,Longitude,Sample Date,med_blue,med_green,med_red,med_nir,med_swir16,med_swir22,med_st_b10,med_NDMI,med_MNDWI,med_NDVI,med_NDTI,med_NDBI,med_UrbanScore,med_EVI,median_LST,urban_ratio,water_ratio,veg_ratio,bare_ratio,hot_ratio,corr_NDVI_LST,corr_NDBI_LST,corr_MNDWI_LST
-28.760833,17.730278,02-01-2011,9557.0,11426.0,12802.0,11190.0,7836.0,7786.0,44447.5,0.17628508356985087,0.18637732322707828,-0.06718906302100673,0.05679379230642209,-0.17628508356985087,-0.10909602054884414,-0.24685308260083766,44447.5,0.0,0.7678571428571429,0.05357142857142857,0.0,0.25,0.8194053899530519,0.5271187930124643,-0.9152587854921665
-26.861111,28.884722,03-01-2011,8569.0,9482.0,9083.5,18750.0,13831.0,10617.5,45270.0,0.1509775636106929,-0.18654827778492608,0.3472973215729235,-0.021464544450728387,-0.1509775636106929,-0.4982748851836164,2.6897712727474796,45270.0,0.0,0.0,0.8392857142857143,0.0,0.25,0.036884497846140736,0.5159724648031674,-0.3811281013161136
-26.45,28.085833,03-01-2011,9502.5,10610.0,12540.0,15210.0,17974.0,14067.0,41446.0,-0.08329315332690428,-0.25762664427651744,0.09621621621621587,0.08336933045356336,0.08329315332690428,-0.012923062889311596,0.34797794836371987,41446.0,1.0,0.0,0.0,0.0,0.23214285714285715,-0.1196534170303875,-0.14652530111370296,0.16593460531944718
-27.671111,27.236944,03-01-2011,9430.5,10669.0,10794.0,15423.5,13568.5,10619.0,45752.5,0.06398316777041921,-0.11962867457452246,0.17658052827309936,0.0058239761449936835,-0.06398316777041921,-0.24056369604351857,1.2234731361822329,45752.5,0.14285714285714285,0.19642857142857142,0.05357142857142857,0.0,0.23214285714285715,-0.31443302156289354,0.6776734831842456,-0.16421451583515428
-27.356667,27.286389,03-01-2011,8815.5,9778.5,9404.5,16688.5,13497.5,10104.0,44581.5,0.10571125687404723,-0.15977831242481458,0.2791553290154437,-0.019496429129958717,-0.10571125687404723,-0.38486658588949096,2.601335666583299,44581.5,0.0,0.0,0.21428571428571427,0.0,0.25,-0.5154424793855639,0.7619272577451591,-0.47777747919793206
-27.01011111,26.69808333,04-01-2011,9173.5,10153.0,10160.0,14759.5,10881.5,8796.0,44433.0,0.15124215124215065,-0.034633578169198063,0.1845743293404756,0.0003446069019839495,-0.15124215124215065,-0.33581648058262625,1.6618491888571498,44433.0,0.0,0.4107142857142857,0.23214285714285715,0.0,0.125,0.739654188247289,-0.38566531446805,-0.7065645943101247
-25.127778,27.628889,04-01-2011,,,,,,,,,,,,,,,,0.08928571428571429,0.0,0.0,0.0,0.25,0.9852591729176962,-0.6615716501697306,-0.9011749453329035
-25.20639,27.558,04-01-2011,9905.0,10371.5,9898.0,14313.0,10315.5,8587.0,44112.0,0.16231195566112366,0.0027070140668052274,0.18235512783445468,-0.023360221021732047,-0.16231195566112366,-0.34466708349557834,-18.85140905209545,44112.0,0.0,0.07142857142857142,0.17857142857142858,0.0,0.25,0.939083671643528,-0.8471865194970097,-0.6683030822377819
-24.69514,27.40906,04-01-2011,9772.5,10501.5,10141.0,15708.5,12410.5,9993.0,45407.5,0.11728724350083533,-0.08331878491620076,0.2153813419988773,-0.0174639699648782,-0.11728724350083533,-0.3326685854997126,4.267264505250118,45407.5,0.0,0.08928571428571429,0.14285714285714285,0.0,0.25,0.8838409364498296,-0.8026409296594109,-0.692863946581025
-26.98472222,26.63227778,04-01-2011,9487.5,10559.5,10606.5,14784.0,15223.5,12382.0,46828.5,-0.014646338415396103,-0.18089438777488975,0.16453004076327696,0.002220542379287526,0.014646338415396103,-0.14988370234788084,1.4369990712393597,46828.5,0.8214285714285714,0.0,0.0,0.0,0.16071428571428573,0.16141006532520544,0.3973857811703682,-0.42291982685593243
-28.141944,26.417778,04-01-2011,9017.0,9839.5,9679.0,14597.0,13472.0,10800.0,45371.0,0.040079803341764794,-0.15582437852561976,0.20258691711978827,-0.00822296795347999,-0.040079803341764794,-0.24266672046155308,2.437307959163397,45371.0,0.08928571428571429,0.10714285714285714,0.0,0.0,0.25,0.27397356817868673,0.7131752952736512,-0.6348192204930887
-27.398611,26.614722,04-01-2011,9221.0,10178.5,9893.5,16418.5,13527.5,10536.0,45003.0,0.0965404394576902,-0.14127225175061106,0.24798570994223076,-0.014198884017536799,-0.0965404394576902,-0.344526149399921,2.463007700437831,45003.0,0.0,0.017857142857142856,0.17857142857142858,0.0,0.25,0.516351168158138,-0.0263126064026013,-0.6224943835813694
-33.501667,21.624167,04-01-2011,,,,,,,,,,,,,,,,0.0,0.05357142857142857,0.017857142857142856,0.0,0.25,0.9415140619133319,-0.8383142838078423,-0.8174921715046245
-32.502778,19.535833,04-01-2011,10686.0,13394.0,15201.0,17724.0,20650.5,17820.5,48086.0,-0.07626157995543896,-0.2131474981274502,0.07662870159453279,0.06319286588564413,0.07626157995543896,-0.00036712163909383144,0.2191169318418668,48086.0,0.6607142857142857,0.03571428571428571,0.0,0.0,0.25,-0.7684922931049891,0.8283085620160847,-0.6485902886452583
-25.45963889,28.26430556,04-01-2011,9139.0,10034.0,11144.0,13424.0,16167.0,13205.0,42278.0,-0.09269710384914301,-0.23407503530399515,0.09280364702051412,0.05241288129190645,0.09269710384914301,-0.00010654317137111236,0.48525092580768325,42278.0,0.9107142857142857,0.0,0.0,0.0,0.25,-0.2473002487117132,0.5808506079352829,-0.5030060808300963
-27.495556,26.074722,04-01-2011,9313.0,10897.0,11245.0,17870.0,17338.0,13410.0,45910.0,0.0151102022267666,-0.2281211262617311,0.22754593851966265,0.015716737422093688,-0.0151102022267666,-0.24265614074642924,1.068996676025423,45910.0,0.3877551020408163,0.0,0.061224489795918366,0.0,0.24489795918367346,-0.8055563044540118,0.8012618763598627,-0.7704630930519479
-26.648056,27.089444,05-01-2011,8549.0,9597.0,9025.0,17074.0,12999.0,9579.0,44347.5,0.13550360788747337,-0.1505576208178432,0.3084026207900674,-0.03071635699710004,-0.13550360788747337,-0.4439062286775408,2.8311642631023166,44347.5,0.0,0.0,0.5,0.0,0.16071428571428573,-0.4743420317792246,0.589816147558422,-0.14261156815481954
-26.970278,27.211111,05-01-2011,9637.0,10901.0,11440.0,10696.0,8363.0,7867.0,43899.0,0.1224093604071561,0.13174833887043122,-0.03361040838453184,0.024126046282619294,-0.1224093604071561,-0.08879895202262425,-0.26347475033642237,43899.0,0.0,0.9464285714285714,0.0,0.0,0.19642857142857142,0.8326909267257492,0.4253176327134074,-0.8580258385309266
